Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader,Long Statement,The length of the statement "Flowable.<Iterator<String>>fromCallable(() -> Files.lines(Paths.get("files/ospd.txt")).iterator()).flatMapIterable(v -> () -> v).subscribeOn(Schedulers.io()`false).observeOn(Schedulers.io()).doOnNext(v -> System.out.println(Thread.currentThread().getName() + " xxx")).subscribe(System.out::println);" is 299.,15
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader,Magic Number,The method contains a magic number: 10000,15
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader2,Long Statement,The length of the statement "`BackpressureStrategy.BUFFER).observeOn(Schedulers.io()`false`8).subscribeOn(Schedulers.io()`false).doOnNext(v -> System.out.println(Thread.currentThread().getName() + " xxx")).subscribe(System.out::println);" is 208.,28
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader2,Magic Number,The method contains a magic number: 30,28
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader2,Magic Number,The method contains a magic number: 8,28
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader2,Magic Number,The method contains a magic number: 10000,28
akarnokd-misc,hu.akarnokd.rxjava2,ZipInfinite,test,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.rxjava2,ZipInfinite,test,Magic Number,The method contains a magic number: 3,10
akarnokd-misc,hu.akarnokd.rxjava2,GroupByTimeout,test,Magic Number,The method contains a magic number: 5,10
akarnokd-misc,hu.akarnokd.rxjava2,SampleTest,test,Magic Number,The method contains a magic number: 50,11
akarnokd-misc,hu.akarnokd.rxjava2,SampleTest,test,Magic Number,The method contains a magic number: 20,11
akarnokd-misc,hu.akarnokd.rxjava2,SampleTest,test,Magic Number,The method contains a magic number: 20,11
akarnokd-misc,hu.akarnokd.rxjava2,SampleTest,test,Magic Number,The method contains a magic number: 200,11
akarnokd-misc,hu.akarnokd.rxjava2,SampleTest,test,Magic Number,The method contains a magic number: 5000,11
akarnokd-misc,hu.akarnokd.rxjava2,DoOnSubscribe2,testFoo,Long Statement,The length of the statement ").subscribeOn(Schedulers.newThread()).doOnSubscribe(s -> printThread("A")).doOnSubscribe(s -> printThread("B")).subscribeOn(Schedulers.newThread()).doOnSubscribe(s -> printThread("C")).subscribeOn(Schedulers.newThread()).doOnSubscribe(s -> printThread("D")).blockingSubscribe();" is 278.,14
akarnokd-misc,hu.akarnokd.rxjava2,DoOnSubscribe2,testFoo,Long Statement,The length of the statement ").subscribeOn(Schedulers.newThread()).doOnSubscribe(a -> printThread("A")).doOnSubscribe(a -> printThread("B")).subscribeOn(Schedulers.newThread()).doOnSubscribe(a -> printThread("C")).subscribeOn(Schedulers.newThread()).doOnSubscribe(a -> printThread("D")).andThen(Completable.fromAction(() -> printThread("E"))).andThen(Completable.fromAction(() -> printThread("F")).subscribeOn(Schedulers.newThread())).blockingAwait();" is 422.,14
akarnokd-misc,hu.akarnokd.rxjava2,DoOnSubscribe2,testFoo,Magic Number,The method contains a magic number: 10_000,14
akarnokd-misc,hu.akarnokd.rxjava2,ConcatAnomalyTest,test,Long Statement,The length of the statement "Flowable.concat(Flowable.just(1`2).concatMap(v -> Flowable.just(3`4)).subscribeOn(Schedulers.single()).observeOn(Schedulers.io()).doOnNext(v -> System.out.println("[1]: " + v))`Single.just("yup").subscribeOn(Schedulers.single()).doOnSuccess(o -> System.out.println("[2] called: " + o)).toFlowable()).observeOn(Schedulers.computation()).subscribe(v -> System.out.println("[3]: " + v)`Throwable::printStackTrace`() -> System.out.println("Done"));" is 444.,10
akarnokd-misc,hu.akarnokd.rxjava2,ConcatAnomalyTest,test,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.rxjava2,ConcatAnomalyTest,test,Magic Number,The method contains a magic number: 3,10
akarnokd-misc,hu.akarnokd.rxjava2,ConcatAnomalyTest,test,Magic Number,The method contains a magic number: 4,10
akarnokd-misc,hu.akarnokd.rxjava2,ConcatAnomalyTest,test,Magic Number,The method contains a magic number: 1000,10
akarnokd-misc,hu.akarnokd.rxjava2,Loading,main,Long Statement,The length of the statement "loadingQueue.toFlowable(BackpressureStrategy.LATEST).delay(0`TimeUnit.MILLISECONDS`Schedulers.single()).map(discarded -> {" is 122.,13
akarnokd-misc,hu.akarnokd.rxjava2,Loading,main,Magic Number,The method contains a magic number: 2000,13
akarnokd-misc,hu.akarnokd.rxjava2,Loading,main,Magic Number,The method contains a magic number: 10000,13
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,test,Long Statement,The length of the statement "getFromLocal().switchIfEmpty(getFromNetwork().flatMapCompletable(v -> saveFoo(v)).andThen(getFromLocal())).doOnSuccess(e -> System.out.println("Success: " + e)).test().awaitDone(5`TimeUnit.SECONDS).assertResult(10);" is 215.,13
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,test,Magic Number,The method contains a magic number: 5,13
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,test,Magic Number,The method contains a magic number: 10,13
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,getFromNetwork,Magic Number,The method contains a magic number: 10,32
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,getFromNetwork,Magic Number,The method contains a magic number: 100,32
akarnokd-misc,hu.akarnokd.rxjava2,ItemTestSO,itemTest,Long Statement,The length of the statement "Observable.zip(Observable.interval(1`TimeUnit.SECONDS)`Observable.range(1`10).map(v -> new ItemTest(v))`(a`b) -> b`false`1).concatWith(Observable.<ItemTest>empty().doOnSubscribe(s -> System.out.println("<empty>")).delay(10`TimeUnit.SECONDS)).blockingSubscribe(System.out::println);" is 281.,22
akarnokd-misc,hu.akarnokd.rxjava2,ItemTestSO,itemTest,Magic Number,The method contains a magic number: 10,22
akarnokd-misc,hu.akarnokd.rxjava2,ItemTestSO,itemTest,Magic Number,The method contains a magic number: 10,22
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test,Magic Number,The method contains a magic number: 2,15
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test,Magic Number,The method contains a magic number: 10,15
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test,Magic Number,The method contains a magic number: 2000,15
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,subscribe,Magic Number,The method contains a magic number: 2,18
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,subscribe,Magic Number,The method contains a magic number: 3,18
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,apply,Magic Number,The method contains a magic number: 3,25
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,apply,Magic Number,The method contains a magic number: 10,25
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test2,Magic Number,The method contains a magic number: 2,47
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test2,Magic Number,The method contains a magic number: 3,47
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test2,Magic Number,The method contains a magic number: 3,47
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test2,Magic Number,The method contains a magic number: 2000,47
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,subscribe,Magic Number,The method contains a magic number: 2,50
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,subscribe,Magic Number,The method contains a magic number: 3,50
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,apply,Magic Number,The method contains a magic number: 3,58
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,testCreateBackpressureDrop,Magic Number,The method contains a magic number: 3,31
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,testCreateBackpressureDrop,Magic Number,The method contains a magic number: 4,31
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,testCreateBackpressureDrop,Magic Number,The method contains a magic number: 3,31
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,testCreateBackpressureDrop,Magic Number,The method contains a magic number: 4,31
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,subscribe,Magic Number,The method contains a magic number: 3,36
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,subscribe,Magic Number,The method contains a magic number: 4,36
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test4,Magic Number,The method contains a magic number: 5L,16
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test4,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test4,Magic Number,The method contains a magic number: 10L,16
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test4,Magic Number,The method contains a magic number: 5L,16
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test4,Magic Number,The method contains a magic number: 10L,16
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test5,Magic Number,The method contains a magic number: 5L,50
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test5,Magic Number,The method contains a magic number: 2,50
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test5,Magic Number,The method contains a magic number: 10L,50
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test5,Magic Number,The method contains a magic number: 5L,50
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test5,Magic Number,The method contains a magic number: 10L,50
akarnokd-misc,hu.akarnokd.rxjava2,RxJava2Test,main,Magic Number,The method contains a magic number: 300,10
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 2,12
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 5,12
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 5,12
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 2,12
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 3,12
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 4,12
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 5,12
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,Magic Number,The method contains a magic number: 6,12
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,Long Statement,The length of the statement "Observable.range(1`100000).buffer(10).concatMapEager(value -> Observable.just(value).subscribeOn(Schedulers.io()).doOnNext(it -> Thread.sleep(ThreadLocalRandom.current().nextLong(10`100)))`3`4).blockingSubscribe(it -> System.out.println("Received : " + it));" is 258.,12
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,Magic Number,The method contains a magic number: 100000,12
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,Magic Number,The method contains a magic number: 10,12
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,Magic Number,The method contains a magic number: 10,12
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,Magic Number,The method contains a magic number: 100,12
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,Magic Number,The method contains a magic number: 3,12
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,Magic Number,The method contains a magic number: 4,12
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenDelay,test,Long Statement,The length of the statement "call.retryWhen(throwableObservable -> throwableObservable.delay(1`TimeUnit.SECONDS)).subscribe(integer -> System.out.println(integer)`throwable -> System.out.println(throwable.getMessage()));" is 191.,11
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenDelay,test,Magic Number,The method contains a magic number: 10000,11
akarnokd-misc,hu.akarnokd.rxjava2,SomeClicks,test,Long Statement,The length of the statement "`BackpressureStrategy.LATEST).subscribeOn(Schedulers.newThread()`false).observeOn(blocking).subscribe(new Consumer<Integer>(){" is 126.,12
akarnokd-misc,hu.akarnokd.rxjava2,SomeClicks,test,Magic Number,The method contains a magic number: 1000,12
akarnokd-misc,hu.akarnokd.rxjava2,SomeClicks,subscribe,Magic Number,The method contains a magic number: 1000,18
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test,Long Statement,The length of the statement ").doOnSubscribe(s -> System.out.println("OnSubscribe")).doOnDispose(() -> System.out.println("OnDispose")).replay(1).refCount().doOnNext(e -> {" is 143.,15
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test,Magic Number,The method contains a magic number: 2,15
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test,Magic Number,The method contains a magic number: 2,15
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test2,Long Statement,The length of the statement ").doOnSubscribe(s -> System.out.println("OnSubscribe")).doOnCancel(() -> System.out.println("OnDispose")).replay(1).refCount().doOnNext(e -> {" is 142.,41
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test2,Magic Number,The method contains a magic number: 2,41
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test2,Magic Number,The method contains a magic number: 2,41
akarnokd-misc,hu.akarnokd.rxjava2,Amb2Test,test,Long Statement,The length of the statement "Observable<Object> obs1=Observable.<Object>just("obs 1 event").doOnSubscribe(s -> System.out.println("obs1 sub")).doOnDispose(() -> System.out.println("obs1 unsub"));" is 166.,8
akarnokd-misc,hu.akarnokd.rxjava2,Amb2Test,test,Long Statement,The length of the statement "Observable<Object> obs2=Observable.<Object>just("obs 2 event").doOnSubscribe(s -> System.out.println("obs2 sub")).doOnDispose(() -> System.out.println("obs2 unsub"));" is 166.,8
akarnokd-misc,hu.akarnokd.rxjava2,Amb2Test,test,Magic Number,The method contains a magic number: 500,8
akarnokd-misc,hu.akarnokd.rxjava2,FromCallableConcatMapTest,test,Long Statement,The length of the statement "Observable.fromCallable(() -> Thread.currentThread()).concatMap(empty -> Observable.just(empty)).subscribeOn(Schedulers.io()).observeOn(bs).doFinally(() -> bs.shutdown()).subscribe(System.out::println);" is 202.,11
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Long Statement,The length of the statement "new SomeAsyncApiBridge<Integer>(consumer -> r.next(consumer)).test().awaitDone(500`TimeUnit.SECONDS).assertResult(1`2`3`4`5`6`7`8`9`10);" is 136.,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 10,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 500,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 2,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 3,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 4,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 5,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 6,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 7,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 8,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 9,37
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,Magic Number,The method contains a magic number: 10,37
akarnokd-misc,hu.akarnokd.rxjava2,RxLosers,test,Magic Number,The method contains a magic number: 3000,13
akarnokd-misc,hu.akarnokd.rxjava2,RxLosers,slowOperation,Magic Number,The method contains a magic number: 1000,40
akarnokd-misc,hu.akarnokd.rxjava2,SwitchMapRace,test,Magic Number,The method contains a magic number: 10_000,20
akarnokd-misc,hu.akarnokd.rxjava2,SwitchMapRace,test,Magic Number,The method contains a magic number: 1000,20
akarnokd-misc,hu.akarnokd.rxjava2,SwitchMapRace,createFlowable,Magic Number,The method contains a magic number: 2,41
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleLastSO,test,Long Statement,The length of the statement "TestObserver<Object> to=Observable.error(new RuntimeException()).onErrorReturnItem(0).startWith(-1).throttleLast(50`TimeUnit.MILLISECONDS`ts).test();" is 149.,13
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleLastSO,test,Magic Number,The method contains a magic number: 50,13
akarnokd-misc,hu.akarnokd.rxjava2,BlockingSubscribeOrdering,test,Long Statement,The length of the statement "Flowable.just(1`2).concatWith(Flowable.error(new Exception("whoops"))).blockingSubscribe(v -> System.out.println("received: " + v)`e -> {" is 137.,9
akarnokd-misc,hu.akarnokd.rxjava2,BlockingSubscribeOrdering,test,Magic Number,The method contains a magic number: 2,9
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenManyTypeTest,test1,Magic Number,The method contains a magic number: 3,13
